"Id","SalePrice"
1651,112692.711243269
1652,104676.489268815
1653,106148.333266404
1654,137515.269961969
1655,142830.985111039
1656,135797.619629542
1657,138438.265023076
1658,141913.233935086
1659,118846.674158361
1660,150617.148422948
1661,431466.27516632
1662,345076.785250633
1663,347199.009990781
1664,478182.667179278
1665,291679.423611606
1666,294812.348969794
1667,333847.80466152
1668,331530.66325465
1669,296319.626953638
1670,330687.317131776
1671,238518.743236841
1672,401127.157452151
1673,275597.831415391
1674,229050.330821756
1675,178330.851855777
1676,180011.706601131
1677,194495.896086947
1678,413849.12789606
1679,343525.486116096
1680,292645.464906301
1681,233729.123968285
1682,279694.222156731
1683,173571.33523886
1684,179599.097312624
1685,174710.694969759
1686,169226.988950739
1687,176685.505190833
1688,187211.583530152
1689,195089.979829755
1690,201351.972526627
1691,194847.135439666
1692,159908.195841963
1693,178372.916915339
1694,178314.070968444
1695,164006.751891522
1696,266433.118919972
1697,172394.839951171
1698,306538.390531586
1699,325914.441145953
1700,226286.045845812
1701,252327.818948445
1702,236433.662760041
1703,237680.977501983
1704,257745.61200694
1705,239128.171666172
1706,376355.196010721
1707,159908.195841963
1708,191395.708608466
1709,270843.842339038
1710,213035.828345477
1711,268212.26164302
1712,238843.776027601
1713,256567.292127607
1714,212875.83048426
1715,202797.854824195
1716,167646.498446934
1717,168330.957713405
1718,159908.195841963
1719,194629.234756752
1720,242125.110658664
1721,162972.57233339
1722,159908.195841963
1723,148672.301656967
1724,194748.953030744
1725,223084.724707717
1726,175392.653681676
1727,143717.822344415
1728,191508.632877576
1729,151135.85546421
1730,159908.195841963
1731,127200.30378441
1732,130009.533966347
1733,108658.496342228
1734,116555.432900982
1735,140606.744030708
1736,113487.322529513
1737,280737.350493546
1738,218508.297784325
1739,239089.870000959
1740,195039.349107684
1741,176730.001186411
1742,157925.91185752
1743,173508.004096357
1744,285275.489494407
1745,182352.600251144
1746,189109.372898469
1747,212370.282180167
1748,218758.927449593
1749,148605.169602653
1750,119188.603590156
1751,252589.120255997
1752,114078.448638046
1753,135990.322764591
1754,185697.729236972
1755,158341.454850917
1756,130987.3775108
1757,115001.987188643
1758,144355.643631041
1759,154919.826799567
1760,160351.415503858
1761,130742.145260995
1762,161777.301480844
1763,175889.424256843
1764,111666.378474234
1765,149607.659198714
1766,191799.118204606
1767,218759.253446021
1768,135230.979403373
1769,172505.211171622
1770,158622.141950074
1771,102533.090179041
1772,124852.117900529
1773,117610.415499156
1774,132494.926790977
1775,142951.575227518
1776,125036.450425181
1777,109472.326057284
1778,136061.511678392
1779,159908.195841963
1780,181999.529909686
1781,121703.899458516
1782,84348.6834552605
1783,136265.478607069
1784,102661.71854584
1785,118685.786607018
1786,118077.355135959
1787,180708.318984292
1788,159908.195841963
1789,96705.9275236115
1790,80433.6382564451
1791,183699.13073857
1792,150269.234484437
1793,130563.964169925
1794,156776.395832777
1795,124050.069480471
1796,140692.174149298
1797,110429.874158628
1798,113039.581047023
1799,103482.067025379
1800,122712.737286768
1801,111080.365624883
1802,122927.372938416
1803,141253.658589079
1804,134736.981642335
1805,134712.095581545
1806,125422.806561084
1807,126673.344213081
1808,119154.448155785
1809,159908.195841963
1810,133527.366505229
1811,159908.195841963
1812,159908.195841963
1813,109841.355362554
1814,95074.8980913921
1815,159908.195841963
1816,115712.592120016
1817,104637.937361892
1818,150631.049123712
1819,131824.661568417
1820,159908.195841963
1821,114436.096479701
1822,160535.5935249
1823,159908.195841963
1824,115569.752776892
1825,133168.880097732
1826,105831.640359086
1827,91579.6787568044
1828,116618.747048403
1829,131113.500143619
1830,141828.758184593
1831,140598.796856117
1832,159908.195841963
1833,146780.966653395
1834,132765.351960882
1835,159908.195841963
1836,109339.982938971
1837,159908.195841963
1838,117883.483639099
1839,116524.501764504
1840,159908.195841963
1841,111180.341038813
1842,86941.9109161174
1843,114799.447857149
1844,134395.302060888
1845,124704.017003909
1846,154271.236862113
1847,156513.223718298
1848,159908.195841963
1849,159908.195841963
1850,111451.402133209
1851,143680.316253268
1852,127286.413852203
1853,119252.490900848
1854,164088.636851583
1855,149740.691395112
1856,211948.229825718
1857,159908.195841963
1858,159908.195841963
1859,159908.195841963
1860,132341.600817115
1861,159908.195841963
1862,330471.235442737
1863,327226.830494358
1864,327245.579021126
1865,323142.628160558
1866,328992.339947311
1867,222837.011909961
1868,279289.570899087
1869,197715.494210476
1870,226377.35978201
1871,243680.909793292
1872,173148.292706231
1873,215809.4652015
1874,138750.311148925
1875,188828.401198632
1876,182544.31359187
1877,197949.106136471
1878,194596.490781043
1879,110758.377089311
1880,127666.727717117
1881,230696.002188456
1882,233089.902397771
1883,159908.195841963
1884,187113.601116064
1885,222491.173649481
1886,255840.784579505
1887,208973.490078515
1888,261124.480401231
1889,159439.743369013
1890,109537.246692876
1891,143031.055532706
1892,91947.6621055446
1893,120384.99729451
1894,159908.195841963
1895,122103.669933268
1896,123215.769671059
1897,106401.111744704
1898,116445.301403191
1899,152038.672888114
1900,140195.462409286
1901,148771.992016573
1902,123047.427836158
1903,196029.313131419
1904,118235.505841189
1905,186465.81409926
1906,125751.674994374
1907,197860.66818699
1908,112192.582640941
1909,138826.066362254
1910,125233.493604002
1911,190195.879445242
1912,251836.743671049
1913,131776.156324777
1914,78552.2961590896
1915,265950.089139724
1916,159908.195841963
1917,235571.537737978
1918,139613.409139854
1919,171158.233630879
1920,135043.747962333
1921,337684.130995007
1922,296828.087205288
1923,227815.907484449
1924,214401.386335636
1925,188660.408978877
1926,345006.119445204
1927,128800.373429608
1928,157241.276781904
1929,117118.386409168
1930,126206.333205075
1931,132423.364819359
1932,128574.930991244
1933,164444.422702876
1934,171222.146120471
1935,162370.915921374
1936,174402.009186245
1937,168727.784371245
1938,161939.455193007
1939,208436.889842194
1940,180110.386848812
1941,162903.60070952
1942,176568.474773993
1943,200907.205955177
1944,315436.36049114
1945,337098.770464604
1946,159908.195841963
1947,247928.795423312
1948,165156.449125552
1949,235767.133056449
1950,184583.318733765
1951,231055.730716186
1952,201904.773112686
1953,175810.899805532
1954,172424.370588357
1955,123289.087888401
1956,333045.133295762
1957,142586.906130549
1958,292516.751722013
1959,130542.645916113
1960,102041.772920556
1961,116416.869868987
1962,100357.176456357
1963,109565.966745346
1964,101062.571802674
1965,144204.854218268
1966,142907.113108018
1967,267097.719207026
1968,371748.31991672
1969,349857.254442391
1970,343158.485390011
1971,467745.660798542
1972,346191.5179329
1973,263853.628656488
1974,313251.667086565
1975,458796.745464316
1976,260046.537364024
1977,322226.502685708
1978,307235.549460449
1979,300664.979092942
1980,178781.331308297
1981,313263.604241269
1982,199387.606859004
1983,186600.419888931
1984,164545.399863006
1985,217186.114797587
1986,207175.357547046
1987,179896.099000182
1988,174249.615485196
1989,191020.86594618
1990,203461.905122521
1991,207210.657355372
1992,209710.108630663
1993,159908.195841963
1994,219996.001691764
1995,180533.626853039
1996,233185.550791827
1997,297568.730049074
1998,281554.565646964
1999,260407.588820121
2000,299953.147293451
2001,280089.134187543
2002,235901.143019089
2003,243661.829676548
2004,274369.423148158
2005,159908.195841963
2006,211179.900694177
2007,248850.227254751
2008,202150.996183688
2009,185029.390003301
2010,190880.475729417
2011,159908.195841963
2012,170732.094433917
2013,169874.16003247
2014,179475.899595823
2015,196223.725708509
2016,180499.016266018
2017,188393.590326588
2018,126006.595961741
2019,133398.551592527
2020,90324.7699867304
2021,96250.5090900586
2022,170531.256597806
2023,126624.68404303
2024,269415.602304056
2025,331625.240357422
2026,172519.711622362
2027,153354.585624955
2028,140745.000077509
2029,154863.697991754
2030,268424.100005252
2031,242054.101113625
2032,259079.558380436
2033,258310.007789716
2034,169601.548529677
2035,210181.420961358
2036,199713.309717449
2037,201868.823322716
2038,345619.199309296
2039,199914.529553938
2040,291261.488355349
2041,159908.195841963
2042,159908.195841963
2043,174023.435505439
2044,169485.088193164
2045,209649.26802882
2046,135975.715323204
2047,134541.481325741
2048,141753.129476934
2049,130992.605013488
2050,165923.169393009
2051,159908.195841963
2052,115679.066414655
2053,147439.558154197
2054,104765.370520146
2055,141354.814452879
2056,150590.38053064
2057,115192.902874593
2058,196745.423073561
2059,127608.069547279
2060,164720.659387275
2061,181445.003016168
2062,117630.729750974
2063,119121.850957782
2064,125399.677514263
2065,116113.954192412
2066,167461.512600554
2067,159908.195841963
2068,133702.000806368
2069,159908.195841963
2070,107021.723279884
2071,95805.5319737774
2072,142013.208543136
2073,137864.020729035
2074,188791.987354611
2075,134627.793732168
2076,114621.534349162
2077,148256.281002537
2078,114105.197654815
2079,144544.51793583
2080,118377.615315729
2081,119953.704577918
2082,159908.195841963
2083,130412.757500967
2084,107175.246593093
2085,115610.725993948
2086,103433.261222108
2087,123033.670973503
2088,90126.6940769368
2089,91424.5035154718
2090,116904.476223536
2091,159908.195841963
2092,115600.067320651
2093,98320.3093409602
2094,159908.195841963
2095,134985.073229282
2096,82552.2772580407
2097,159908.195841963
2098,135160.001532224
2099,53023.0925350104
2100,159908.195841963
2101,90922.5011936315
2102,143398.201432891
2103,104765.800922763
2104,129886.634187184
2105,159908.195841963
2106,51436.5714198405
2107,195749.701027599
2108,110558.112858959
2109,97548.1486548296
2110,113153.541556191
2111,153389.158028691
2112,116557.801697152
2113,114461.935013866
2114,128925.422928755
2115,149693.893323136
2116,107311.11827063
2117,130337.770476212
2118,121539.661472591
2119,115064.915396619
2120,116804.758542841
2121,159908.195841963
2122,112919.048204606
2123,159908.195841963
2124,149540.451721029
2125,129507.174040765
2126,140813.124631772
2127,159908.195841963
2128,122204.560734488
2129,82263.6578106541
2130,113119.252536844
2131,127113.211091566
2132,106057.036904726
2133,128402.225392722
2134,130996.830010707
2135,110204.764691232
2136,159908.195841963
2137,92955.4483215275
2138,128783.736056465
2139,145187.877973539
2140,136650.124043914
2141,168602.823069348
2142,120039.53059929
2143,139150.819029263
2144,113384.061340095
2145,138135.76381857
2146,159142.049126518
2147,126507.084474795
2148,139605.795957151
2149,157245.211261492
2150,208587.425602295
2151,124501.408888786
2152,159908.195841963
2153,171686.900154462
2154,159908.195841963
2155,131477.053310394
2156,233632.446333098
2157,222344.97024551
2158,224313.874198105
2159,217637.690591541
2160,180700.313226636
2161,240947.606788295
2162,338211.311278148
2163,365740.812133448
2164,243087.129914188
2165,186024.84649492
2166,147216.382154227
2167,204929.795320425
2168,184894.056298119
2169,185511.508749891
2170,209472.763455594
2171,152765.871958694
2172,120885.776068134
2173,162397.757880743
2174,205820.454549904
2175,282723.932771001
2176,278263.886262727
2177,212317.551059702
2178,213833.696652746
2179,135619.779065067
2180,175268.867281789
2181,181574.15111555
2182,210353.897689969
2183,182505.703325587
2184,108569.550474774
2185,124121.082219586
2186,159908.195841963
2187,158437.852578728
2188,155164.68775641
2189,159908.195841963
2190,159908.195841963
2191,159908.195841963
2192,159908.195841963
2193,159908.195841963
2194,159908.195841963
2195,102963.773686372
2196,104487.883758103
2197,112949.257441682
2198,168327.008640313
2199,188626.458752321
2200,131247.313825407
2201,138273.805080702
2202,206675.895342272
2203,123213.936585765
2204,148290.744832379
2205,102831.65071866
2206,123118.022657081
2207,189420.701530909
2208,233427.117412092
2209,184555.858055582
2210,117822.730895178
2211,112603.677627626
2212,125822.05371227
2213,159908.195841963
2214,134555.404902649
2215,102308.597050554
2216,135635.902014504
2217,159908.195841963
2218,159908.195841963
2219,159908.195841963
2220,75264.6859514478
2221,267995.821316664
2222,240059.155025505
2223,278249.833238554
2224,211884.045353232
2225,159908.195841963
2226,163718.002041044
2227,204690.757943861
2228,260213.194743374
2229,236846.099615808
2230,137062.017583046
2231,205103.686294615
2232,174352.316626321
2233,162757.310982381
2234,250559.38375319
2235,209070.853662165
2236,242968.849498511
2237,308040.578463307
2238,192715.229753483
2239,159908.195841963
2240,154638.600200014
2241,148652.810542754
2242,121323.916321879
2243,129776.583994759
2244,102287.310495663
2245,100179.152201631
2246,137150.468551367
2247,159908.195841963
2248,117817.525870673
2249,114547.622161596
2250,122131.151907094
2251,159908.195841963
2252,164883.064905381
2253,151168.715104182
2254,169499.645535824
2255,175162.832105099
2256,169201.120821367
2257,195914.115045538
2258,163564.556243927
2259,168747.171760298
2260,113469.194885441
2261,183236.93784693
2262,183171.538290024
2263,348048.140376975
2264,465443.545807057
2265,151778.148006381
2266,256597.656645918
2267,287101.536529473
2268,394506.172623303
2269,144148.683837681
2270,197018.828045259
2271,204569.061750318
2272,223413.528820619
2273,159908.195841963
2274,172445.414744016
2275,155238.883860409
2276,195316.429382552
2277,179151.82499675
2278,137112.889926388
2279,121378.790068013
2280,105561.350706138
2281,166265.810889078
2282,176582.898908308
2283,110628.083820988
2284,117196.538179503
2285,133423.953494955
2286,114821.285167522
2287,342921.587280125
2288,249064.748551884
2289,301908.294893284
2290,389703.573270402
2291,302440.225937775
2292,419590.158151145
2293,418112.353865164
2294,349658.853130504
2295,455894.182692409
2296,234745.64828949
2297,325654.491578693
2298,327836.17441516
2299,328042.164743772
2300,295072.540339801
2301,299473.642235131
2302,230348.088410263
2303,232210.249530696
2304,229880.972637974
2305,179520.948285801
2306,175388.362168767
2307,190237.386368094
2308,199001.047825327
2309,268552.618850225
2310,193369.020875507
2311,192798.119364304
2312,159908.195841963
2313,171210.030989611
2314,177484.737479937
2315,176331.695833964
2316,197396.545807622
2317,187629.348471561
2318,176809.652486653
2319,180900.296518848
2320,179401.793860379
2321,236538.275819959
2322,185167.871537784
2323,183396.134069772
2324,192531.023079496
2325,208662.243291196
2326,159908.195841963
2327,192203.914182421
2328,211976.108814809
2329,185139.319701156
2330,178967.78329164
2331,325253.456114995
2332,374526.565704591
2333,304899.155837442
2334,230867.391897945
2335,267692.587876068
2336,273458.778124901
2337,184416.081977637
2338,247218.508172335
2339,208414.681147884
2340,383727.336427057
2341,159908.195841963
2342,224806.59801278
2343,209898.02041138
2344,206360.108356589
2345,218259.630608592
2346,206979.098832856
2347,188099.574048871
2348,234360.528323823
2349,159908.195841963
2350,159908.195841963
2351,239757.76883689
2352,251696.275165519
2353,225199.021454285
2354,159908.195841963
2355,159908.195841963
2356,144507.758662847
2357,186547.55635407
2358,187012.622557286
2359,127778.027629059
2360,112961.360853821
2361,135565.773645951
2362,241847.429992752
2363,142673.862785353
2364,161441.803042952
2365,224703.345881117
2366,202321.595517695
2367,221029.075345074
2368,200074.084581568
2369,159908.195841963
2370,157872.369352471
2371,151836.780393575
2372,182000.836071781
2373,275781.92341187
2374,299288.182990833
2375,223598.505326754
2376,263215.129162972
2377,307353.68218517
2378,156685.2296629
2379,199188.340004814
2380,163665.600010476
2381,176530.787199256
2382,224091.532350245
2383,197762.249303832
2384,230947.659669531
2385,177106.783376374
2386,131459.916708154
2387,124534.317740001
2388,159908.195841963
2389,119757.429087182
2390,145339.181949082
2391,138193.932284265
2392,107566.531350598
2393,176110.354757816
2394,132647.558817561
2395,195141.019562407
2396,144839.791482582
2397,199901.516924458
2398,132485.203496771
2399,159908.195841963
2400,159908.195841963
2401,118217.202533566
2402,136055.76826773
2403,131001.953887902
2404,154691.247056422
2405,163138.559763643
2406,140903.774537058
2407,130359.492405726
2408,155214.25841198
2409,112980.831090886
2410,178875.543598172
2411,110001.280332358
2412,142801.124257539
2413,118961.875709861
2414,136772.126414899
2415,124887.483710493
2416,121961.80971538
2417,133566.572808959
2418,122259.762498651
2419,117099.143553695
2420,117995.118938355
2421,122091.102407333
2422,105825.253298272
2423,159908.195841963
2424,137463.509721556
2425,179569.766651854
2426,121389.891217202
2427,159908.195841963
2428,173105.253335372
2429,111686.758339906
2430,131992.581412553
2431,110102.641293865
2432,134995.455081047
2433,130469.874598312
2434,121998.335585743
2435,133848.640318657
2436,159908.195841963
2437,108198.892407632
2438,119658.625583522
2439,106628.59997947
2440,123403.495794032
2441,95381.0944467586
2442,96653.1128593104
2443,138210.335874594
2444,133353.751161847
2445,90062.6287452943
2446,137651.430393783
2447,181739.837445497
2448,124004.325948219
2449,119978.210797631
2450,149052.927013039
2451,115313.244962544
2452,191692.756888428
2453,159908.195841963
2454,159908.195841963
2455,108440.056292094
2456,130675.292574043
2457,116981.040813804
2458,133663.793101837
2459,105274.177949322
2460,140975.94163211
2461,123711.526783751
2462,120761.232657915
2463,128042.170565925
2464,161954.221429133
2465,137603.774934768
2466,123381.495872913
2467,143624.878054421
2468,83590.4373792988
2469,73935.9614239118
2470,192201.329000079
2471,202485.912401053
2472,142442.271494335
2473,100331.353792798
2474,159908.195841963
2475,219621.760077837
2476,100509.463048192
2477,110877.08573213
2478,136690.414681226
2479,94748.3482077283
2480,140410.077206329
2481,120430.261116273
2482,121612.751439981
2483,106357.036216304
2484,118986.97939393
2485,123006.20645378
2486,131069.556979301
2487,186783.88954737
2488,172308.307470567
2489,146045.179654445
2490,159908.195841963
2491,159908.195841963
2492,194613.561658198
2493,157082.336601345
2494,137453.144262964
2495,83980.6467722474
2496,233433.979417753
2497,153232.449122481
2498,103718.306081169
2499,159908.195841963
2500,116824.913428512
2501,140462.467390946
2502,124357.50623957
2503,89166.1768801963
2504,146596.317144452
2505,208177.10680538
2506,248595.175530361
2507,276489.873251931
2508,253019.858379452
2509,213751.734180959
2510,209341.973042899
2511,170682.430503323
2512,190470.982335387
2513,226480.845474289
2514,293495.403645868
2515,131850.559516572
2516,173322.364994822
2517,130127.109966511
2518,147294.81116702
2519,210503.439149008
2520,203230.198627431
2521,184956.971112171
2522,213222.954548665
2523,115973.134954334
2524,126993.494460693
2525,159908.195841963
2526,126958.210257426
2527,114593.137321913
2528,122200.30519084
2529,127393.368044955
2530,119046.520397199
2531,227032.426429991
2532,210575.144506395
2533,190221.175907457
2534,225069.17304527
2535,265057.188803073
2536,221977.329594834
2537,226708.947862563
2538,181674.542991208
2539,187297.397510442
2540,170303.850881183
2541,176039.672655407
2542,154903.446327461
2543,112074.179878103
2544,109488.729599124
2545,128498.326291238
2546,127421.095865474
2547,134705.07532399
2548,159908.195841963
2549,143816.955590194
2550,1030318.53851753
2551,141392.10121268
2552,133558.962811011
2553,159908.195841963
2554,159908.195841963
2555,119080.373701141
2556,95400.0303435955
2557,99421.3858444677
2558,159908.195841963
2559,120759.365396346
2560,135219.297021487
2561,139805.961050939
2562,114722.919673901
2563,120232.386280442
2564,186287.915145732
2565,159908.195841963
2566,122361.054360809
2567,121145.268372107
2568,165829.318727578
2569,196374.122617615
2570,117938.543408899
2571,150460.229434499
2572,154383.290032728
2573,195966.38491278
2574,242473.843389453
2575,137020.965070136
2576,159908.195841963
2577,159908.195841963
2578,93331.9213532723
2579,159908.195841963
2580,159908.195841963
2581,118627.416276408
2582,133176.282215377
2583,238932.080904837
2584,170303.499827783
2585,177420.818448442
2586,205305.265869922
2587,187965.592070754
2588,142941.563058418
2589,153878.717779131
2590,208529.955474464
2591,238377.847383663
2592,199121.986222961
2593,159908.195841963
2594,181126.980041435
2595,208187.303345646
2596,283132.796348728
2597,184437.946112268
2598,266427.699437338
2599,338922.19294829
2600,159908.195841963
2601,152436.297875166
2602,87215.4191812068
2603,95360.7712114495
2604,159908.195841963
2605,87208.1184754668
2606,139752.537761702
2607,225775.649462169
2608,184194.109622756
2609,177265.274714184
2610,159908.195841963
2611,159908.195841963
2612,150734.98162883
2613,130290.277849972
2614,114214.149787119
2615,171396.794294924
2616,152960.801226171
2617,176728.353899862
2618,197442.204616638
2619,190074.398711746
2620,184289.201439452
2621,165196.088063868
2622,171953.205089376
2623,220340.497668309
2624,289239.80627307
2625,250097.322531753
2626,174546.856271991
2627,157459.451367733
2628,391889.91889256
2629,453959.302758956
2630,320563.630059884
2631,457851.605695595
2632,382538.87430825
2633,254618.686852937
2634,391280.427204374
2635,155065.476387396
2636,178457.928870385
2637,180791.828953601
2638,258776.266291946
2639,174174.377654394
2640,150791.511288594
2641,100925.839952888
2642,176471.842303809
2643,109206.476308483
2644,117427.135702018
2645,117186.095068796
2646,101572.879018271
2647,111336.184339343
2648,147451.243697651
2649,146726.68028875
2650,138650.194196727
2651,142754.726794911
2652,368368.042013992
2653,234358.023666803
2654,227587.903848635
2655,380908.391809041
2656,316811.367829648
2657,324605.216872225
2658,159908.195841963
2659,282426.60116176
2660,339470.612434894
2661,323998.999666957
2662,340707.46355993
2663,270239.792598118
2664,260333.977046842
2665,305402.048268687
2666,256902.323956994
2667,176468.841609846
2668,185847.159728018
2669,178462.886944792
2670,272995.789840468
2671,189604.966291951
2672,195314.277596974
2673,195566.456613675
2674,194596.738526464
2675,169155.663798538
2676,198250.012599994
2677,191601.021321
2678,248277.922531962
2679,265715.53542358
2680,261342.087970327
2681,393512.697834869
2682,306378.333689564
2683,552991.550604027
2684,300029.144910308
2685,331289.437059997
2686,232376.355299181
2687,159908.195841963
2688,207582.632343585
2689,202370.218107489
2690,415516.879288074
2691,177171.972061186
2692,159908.195841963
2693,196676.225921923
2694,159908.195841963
2695,189471.859864401
2696,185376.85114185
2697,176039.881609402
2698,206355.973318596
2699,162573.309281095
2700,148009.38787309
2701,168160.763724534
2702,124479.746424577
2703,159908.195841963
2704,130450.393921532
2705,111342.518628119
2706,115068.558852093
2707,138698.295391411
2708,117851.104162055
2709,159908.195841963
2710,120519.555513808
2711,226344.259437477
2712,360232.629110408
2713,165107.045328736
2714,151204.285339141
2715,153128.904125712
2716,158971.657566635
2717,192163.273530879
2718,218061.950000467
2719,157650.949894137
2720,195944.539001826
2721,132292.474000522
2722,166038.830255518
2723,144896.400077182
2724,122868.311572734
2725,125315.771197482
2726,139412.36834502
2727,159929.997656655
2728,193832.629449402
2729,143540.508568624
2730,141871.033783655
2731,145318.958455944
2732,122538.051855447
2733,145209.578451341
2734,140268.914586047
2735,131568.703488385
2736,126591.300456243
2737,108679.084051133
2738,125832.110043878
2739,153425.217954255
2740,139038.140346384
2741,136242.437152394
2742,166663.766540447
2743,153921.814852406
2744,163044.130930919
2745,140208.074758945
2746,124401.030118094
2747,161106.723471199
2748,126270.68049426
2749,131204.33782462
2750,126306.426195696
2751,129930.293258836
2752,204862.695847362
2753,138788.917232355
2754,179523.110275347
2755,137999.44268566
2756,91694.8721950855
2757,72122.6581441686
2758,104063.208732032
2759,157675.906609811
2760,111305.206300531
2761,134580.109507875
2762,135748.565885693
2763,187062.443678167
2764,159908.195841963
2765,282442.025942683
2766,115774.747695268
2767,159908.195841963
2768,159908.195841963
2769,115570.759530934
2770,150119.105607442
2771,114350.814696261
2772,159908.195841963
2773,167708.857840439
2774,128682.044516269
2775,98938.7390491711
2776,151819.968924761
2777,186343.69295685
2778,109226.868834412
2779,112331.057191564
2780,88496.4477886111
2781,94203.5442400607
2782,100578.766542634
2783,90425.9408575175
2784,119193.513032619
2785,141721.852967003
2786,75779.7167412975
2787,126603.594554735
2788,82426.5409765399
2789,166633.40565685
2790,159908.195841963
2791,115707.94048231
2792,159908.195841963
2793,128971.768045091
2794,86393.7606955323
2795,109403.777719954
2796,87196.974002757
2797,190489.300530517
2798,105812.336758989
2799,112306.966174142
2800,159908.195841963
2801,103919.722972804
2802,120740.473316691
2803,147665.28007996
2804,159908.195841963
2805,159908.195841963
2806,91869.1280865781
2807,153169.453606219
2808,147616.948178988
2809,126796.003774063
2810,118956.173706426
2811,164406.421986064
2812,154267.220123116
2813,147774.481194919
2814,137795.469946525
2815,89435.9246645497
2816,211068.307611532
2817,158513.2504464
2818,133992.883739626
2819,171958.595652514
2820,130120.8175919
2821,102436.750828017
2822,213080.899952803
2823,288875.718421523
2824,173717.45513957
2825,159908.195841963
2826,132535.204299925
2827,129700.433731633
2828,205134.606551172
2829,233311.44305059
2830,212594.714901329
2831,170160.186200661
2832,208159.883000366
2833,284453.475597941
2834,205516.113242328
2835,204703.768040464
2836,190415.775713324
2837,141449.761607165
2838,135051.363013107
2839,179564.643017865
2840,190942.790057727
2841,195802.997891361
2842,223313.909595698
2843,144004.379005146
2844,162917.503139869
2845,119207.555899771
2846,199636.368597895
2847,190969.349801674
2848,207558.758330251
2849,187101.43328262
2850,285277.686565668
2851,211856.997327198
2852,236913.789785326
